,salary
103328,72854
103329,49081
103330,95497
103331,61578
103332,64870
103333,68322
103334,84087
103335,73588
103336,77956
103337,71642
103338,64146
103339,73487
103340,84491
103341,59040
103342,58882
103343,63631
103344,67823
103345,47069
103346,70745
103347,62570
103348,69601
103349,102663
103350,74285
103351,60313
103352,89780
103353,68763
103354,61847
103355,58885
103356,60380
103357,58648
103358,71146
103359,72516
103360,65294
103361,69799
103362,77618
103363,73533
103364,62888
103365,73287
103366,42940
103367,105853
103368,57435
103369,58593
103370,90813
103371,94637
103372,72939
103373,71023
103374,73710
103375,110989
103376,42168
103377,98147
103378,51466
103379,70443
103380,88109
103381,50698
103382,63940
103383,43448
103384,58514
103385,53596
103386,57253
103387,50051
103388,64793
103389,58105
103390,90015
103391,78280
103392,73609
103393,73061
103394,61894
103395,67621
103396,117112
103397,104971
103398,61828
103399,90016
103400,64971
103401,50141
103402,55360
103403,47134
103404,51379
103405,54568
103406,64679
103407,42970
103408,96799
103409,76724
103410,63308
103411,67596
103412,59372
103413,57878
103414,68298
103415,74271
103416,53043
103417,107834
103418,64280
103419,107391
103420,49406
103421,73464
103422,54423
103423,60314
103424,88092
103425,69169
103426,59148
103427,60001
103428,99771
103429,52892
103430,72015
103431,62602
103432,61423
103433,87308
103434,63201
103435,69564
103436,94811
103437,73809
103438,50398
103439,88935
103440,54172
103441,76770
103442,95433
103443,109533
103444,77370
103445,67315
103446,106062
103447,104859
103448,77826
103449,63805
103450,101531
103451,48977
103452,111844
103453,63341
103454,47204
103455,91760
103456,71338
103457,77213
103458,88165
103459,67995
103460,75907
103461,78958
103462,65339
103463,89171
103464,47831
103465,86368
103466,67150
103467,52216
103468,76003
103469,75612
103470,95766
103471,56340
103472,51405
103473,71973
103474,70761
103475,95668
103476,81489
103477,63599
103478,61725
103479,49421
103480,61237
103481,59695
103482,70667
103483,113376
103484,103880
103485,55902
103486,76449
103487,56887
103488,46765
103489,60423
103490,67999
103491,70316
103492,60745
103493,53412
103494,60671
103495,46276
103496,87922
103497,69146
103498,62240
103499,50074
103500,65270
103501,61767
103502,96851
103503,63554
103504,104584
103505,63196
103506,56986
103507,63062
103508,73380
103509,109745
103510,77307
103511,62384
103512,45211
103513,56978
103514,64331
103515,75966
103516,71938
103517,94407
103518,55425
103519,55554
103520,80659
103521,70913
103522,99497
103523,115160
103524,122154
103525,64862
103526,83422
103527,83090
103528,68640
103529,54268
103530,95664
103531,92654
103532,57251
103533,68293
103534,65078
103535,57204
103536,95053
103537,80494
103538,52028
103539,84459
103540,47097
103541,52406
103542,66298
103543,78495
103544,81872
103545,76317
103546,55875
103547,70224
103548,69832
103549,102245
103550,58168
103551,105200
103552,77811
103553,46336
103554,98651
103555,85005
103556,70224
103557,57677
103558,80941
103559,45974
103560,83071
103561,81182
103562,87059
103563,61788
103564,60258
103565,78868
103566,58665
103567,77851
103568,91049
103569,94410
103570,53090
103571,52583
103572,76827
103573,84999
103574,76336
103575,44925
103576,67406
103577,62519
103578,60365
103579,69025
103580,87701
103581,53467
103582,103866
103583,69250
103584,55743
103585,82812
103586,50096
103587,49025
103588,53091
103589,61006
103590,71869
103591,76875
103592,90248
103593,79767
103594,59820
103595,84045
103596,73810
103597,56916
103598,51243
103599,72357
103600,77828
103601,77693
103602,75310
103603,75472
103604,81284
103605,58228
103606,70323
103607,98047
103608,94348
103609,76084
103610,57133
103611,58668
103612,59261
103613,47196
103614,48103
103615,56862
103616,69807
103617,78566
103618,103272
103619,55356
103620,109754
103621,99926
103622,92616
103623,65427
103624,66297
103625,91574
103626,98607
103627,75138
103628,105698
103629,55314
103630,67531
103631,69593
103632,80249
103633,67255
103634,67060
103635,70343
103636,87464
103637,70836
103638,115086
103639,49240
103640,56214
103641,107793
103642,72281
103643,60453
103644,105714
103645,91736
103646,50622
103647,66944
103648,60809
103649,63062
103650,55646
103651,86181
103652,76267
103653,123727
103654,52121
103655,81613
103656,60650
103657,54150
103658,51368
103659,69957
103660,74583
103661,79264
103662,88296
103663,73243
103664,87048
103665,51262
103666,96537
103667,114874
103668,78435
103669,59026
103670,72535
103671,65994
103672,65136
103673,60442
103674,48666
103675,53449
103676,57947
103677,73463
103678,68356
103679,75344
103680,62917
103681,57484
103682,84481
103683,103024
103684,66689
103685,48435
103686,97122
103687,73777
103688,62291
103689,68847
103690,45492
103691,75612
103692,92104
103693,47076
103694,80319
103695,63308
103696,45179
103697,76346
103698,53691
103699,61073
103700,89139
103701,59245
103702,62148
103703,46633
103704,67385
103705,80358
103706,58694
103707,69380
103708,91630
103709,81514
103710,101822
103711,105800
103712,78923
103713,76870
103714,84764
103715,96678
103716,87051
103717,99637
103718,85821
103719,60933
103720,54823
103721,83043
103722,78782
103723,91512
103724,56090
103725,94725
103726,58985
103727,55168
103728,84269
103729,74662
103730,48508
103731,65582
103732,67597
103733,81972
103734,76083
103735,63079
103736,48486
103737,61199
103738,68899
103739,67242
103740,74733
103741,85498
103742,45631
103743,50528
103744,67382
103745,76283
103746,69491
103747,77991
103748,70656
103749,68013
103750,110865
103751,62449
103752,91104
103753,92649
103754,49822
103755,66341
103756,107939
103757,58638
103758,64774
103759,104888
103760,82216
103761,114810
103762,59587
103763,68751
103764,73631
103765,78817
103766,63337
103767,80787
103768,42987
103769,67701
103770,47623
103771,66476
103772,106097
103773,67093
103774,78331
103775,49196
103776,77076
103777,57086
103778,73650
103779,56826
103780,68268
103781,59574
103782,66328
103783,61888
103784,85376
103785,78303
103786,96799
103787,52497
103788,72640
103789,86951
103790,64568
103791,64015
103792,92399
103793,92923
103794,74025
103795,90385
103796,45161
103797,63078
103798,83436
103799,69572
103800,61950
103801,58459
103802,78756
103803,75391
103804,49434
103805,66566
103806,75137
103807,92228
103808,68993
103809,78741
103810,97483
103811,66805
103812,87799
103813,59784
103814,68693
103815,51349
103816,60357
103817,50503
103818,70504
103819,59935
103820,62215
103821,97052
103822,79281
103823,53919
103824,81534
103825,83738
103826,80223
103827,79353
103828,63540
103829,81584
103830,65615
103831,52903
103832,81197
103833,78829
103834,62291
103835,58593
103836,102928
103837,53387
103838,49209
103839,71388
103840,62841
103841,74869
103842,67996
103843,74128
103844,69319
103845,84481
103846,61790
103847,89901
103848,110088
103849,83513
103850,70412
103851,68651
103852,98938
103853,100813
103854,97427
103855,57664
103856,51621
103857,57150
103858,114756
103859,49526
103860,98557
103861,68529
103862,47092
103863,76896
103864,61106
103865,57239
103866,68711
103867,72408
103868,52722
103869,99025
103870,67109
103871,71438
103872,67954
103873,68826
103874,41745
103875,72660
103876,77289
103877,59736
103878,108159
103879,69793
103880,64334
103881,74541
103882,90408
103883,46866
103884,111388
103885,52147
103886,68939
103887,76121
103888,76676
103889,45343
103890,62482
103891,61116
103892,63856
103893,75661
103894,66394
103895,69811
103896,100443
103897,46792
103898,56116
103899,114701
103900,76031
103901,73306
103902,70507
103903,76917
103904,94673
103905,70651
103906,67473
103907,66210
103908,56633
103909,70593
103910,101439
103911,61794
103912,84154
103913,66471
103914,70140
103915,52218
103916,48473
103917,50969
103918,63602
103919,55203
103920,72604
103921,65586
103922,80416
103923,66537
103924,87131
103925,78469
103926,85834
103927,73861
103928,76832
103929,51372
103930,64574
103931,56652
103932,59466
103933,71465
103934,70447
103935,52976
103936,82784
103937,102426
103938,89851
103939,87103
103940,78774
103941,80369
103942,57614
103943,48681
103944,86144
103945,44306
103946,47876
103947,77276
103948,58604
103949,85375
103950,55957
103951,54646
103952,46796
103953,101186
103954,91652
103955,42019
103956,104335
103957,70499
103958,65799
103959,53600
103960,60747
103961,72259
103962,91932
103963,96814
103964,59629
103965,56069
103966,113211
103967,58170
103968,49687
103969,80131
103970,69052
103971,78223
103972,77356
103973,81520
103974,54045
103975,48398
103976,110609
103977,84843
103978,87467
103979,62258
103980,73743
103981,97526
103982,58331
103983,53509
103984,91204
103985,52103
103986,82997
103987,70203
103988,63767
103989,93938
103990,76590
103991,59373
103992,46912
103993,55804
103994,82500
103995,46424
103996,87945
103997,79516
103998,50576
103999,91220
104000,88401
104001,71694
104002,72450
104003,51098
104004,88521
104005,74412
104006,72228
104007,75951
104008,56200
104009,56726
104010,53297
104011,55832
104012,72964
104013,57054
104014,54723
104015,74910
104016,66951
104017,92082
104018,96045
104019,63611
104020,52865
104021,48891
104022,54132
104023,65793
104024,75720
104025,91909
104026,89834
104027,72440
104028,55101
104029,71303
104030,64482
104031,74207
104032,82564
104033,79342
104034,55774
104035,87158
104036,99952
104037,68886
104038,84470
104039,45270
104040,87914
104041,81349
104042,88677
104043,94664
104044,55375
104045,74640
104046,85227
104047,46308
104048,121267
104049,78004
104050,73815
104051,98611
104052,76160
104053,86777
104054,61655
104055,86462
104056,80504
104057,66807
104058,62825
104059,63167
104060,46935
104061,66419
104062,55899
104063,91050
104064,110075
104065,77655
104066,62798
104067,82437
104068,81093
104069,50439
104070,71303
104071,91596
104072,82438
104073,71388
104074,107026
104075,69119
104076,67943
104077,81489
104078,75772
104079,96049
104080,77466
104081,77115
104082,65441
104083,90292
104084,53293
104085,61297
104086,51811
104087,85316
104088,55255
104089,76025
104090,76585
104091,78977
104092,44325
104093,72923
104094,83705
104095,53845
104096,51983
104097,63206
104098,76218
104099,78891
104100,93430
104101,68171
104102,72484
104103,66510
104104,87782
104105,46918
104106,81096
104107,88473
104108,96507
104109,44104
104110,84697
104111,66977
104112,68872
104113,76735
104114,69804
104115,64565
104116,49615
104117,70049
104118,94436
104119,67585
104120,62576
104121,65717
104122,55527
104123,84821
104124,73627
104125,59296
104126,76992
104127,81791
104128,57812
104129,120788
104130,75537
104131,106496
104132,71615
104133,42739
104134,61563
104135,51686
104136,88597
104137,108967
104138,86623
104139,53215
104140,61782
104141,68916
104142,69721
104143,52246
104144,72372
104145,78538
104146,115646
104147,68523
104148,79096
104149,63977
104150,49436
104151,67204
104152,59033
104153,100551
104154,82386
104155,72653
104156,102681
104157,90166
104158,82224
104159,71601
104160,83608
104161,48646
104162,55125
104163,53102
104164,52599
104165,74850
104166,66816
104167,108104
104168,62826
104169,103538
104170,95360
104171,58866
104172,67751
104173,72353
104174,63210
104175,61926
104176,86742
104177,105074
104178,49072
104179,45676
104180,62983
104181,85066
104182,61869
104183,97472
104184,67558
104185,88088
104186,67816
104187,104955
104188,73404
104189,53378
104190,113759
104191,100777
104192,72212
104193,77308
104194,64959
104195,63721
104196,74676
104197,46618
104198,73210
104199,66416
104200,74542
104201,76864
104202,72735
104203,70806
104204,85944
104205,102332
104206,54595
104207,45500
104208,49962
104209,108087
104210,56330
104211,61269
104212,50339
104213,95665
104214,101865
104215,108698
104216,74586
104217,47827
104218,45442
104219,105259
104220,79448
104221,55223
104222,69836
104223,79741
104224,74862
104225,72722
104226,62704
104227,94480
104228,69189
104229,96331
104230,45268
104231,76018
104232,67074
104233,90468
104234,67945
104235,61821
104236,70852
104237,50813
104238,111193
104239,54991
104240,64557
104241,104655
104242,71162
104243,73173
104244,84871
104245,98464
104246,51822
104247,54060
104248,74237
104249,98124
104250,79923
104251,62228
104252,64087
104253,70999
104254,74085
104255,52841
104256,82827
104257,85904
104258,52537
104259,69418
104260,45254
104261,74673
104262,76005
104263,68450
104264,58029
104265,84613
104266,50446
104267,62212
104268,72127
104269,90968
104270,69887
104271,57980
104272,52961
104273,76511
104274,77928
104275,92279
104276,68215
104277,75885
104278,99172
104279,121424
104280,81438
104281,48632
104282,65456
104283,98214
104284,51842
104285,75814
104286,57762
104287,73686
104288,96401
104289,81937
104290,105433
104291,60209
104292,78072
104293,73814
104294,63892
104295,117404
104296,86056
104297,48620
104298,58725
104299,95611
104300,64443
104301,75316
104302,69650
104303,77070
104304,74092
104305,70859
104306,47388
104307,92098
104308,52198
104309,68734
104310,89088
104311,68774
104312,65423
104313,61375
104314,74132
104315,97306
104316,69708
104317,80970
104318,80698
104319,83072
104320,89502
104321,44208
104322,56086
104323,85003
104324,72899
104325,82317
104326,83609
104327,70462
104328,62299
104329,54976
104330,60698
104331,63118
104332,70820
104333,70369
104334,61676
104335,58464
104336,90655
104337,41970
104338,49985
104339,48468
104340,79625
104341,65338
104342,65913
104343,63268
104344,73294
104345,103804
104346,68591
104347,73041
104348,47398
104349,69268
104350,87117
104351,82425
104352,95682
104353,95961
104354,105399
104355,78533
104356,46619
104357,67943
104358,67495
104359,91050
104360,84789
104361,76224
104362,57118
104363,42661
104364,60343
104365,52943
104366,57049
104367,94721
104368,87891
104369,73704
104370,78767
104371,89635
104372,101183
104373,70182
104374,48196
104375,79378
104376,49105
104377,80984
104378,102944
104379,77144
104380,94001
104381,59354
104382,87252
104383,56687
104384,76020
104385,85258
104386,71503
104387,50931
104388,79324
104389,89513
104390,76747
104391,67163
104392,85825
104393,80133
104394,78451
104395,55952
104396,60177
104397,54831
104398,59460
104399,50974
104400,60115
104401,84742
104402,71708
104403,60253
104404,49391
104405,50908
104406,76638
104407,61580
104408,72257
104409,64535
104410,69195
104411,51976
104412,72509
104413,50682
104414,64836
104415,61056
104416,79860
104417,49447
104418,64478
104419,93682
104420,128018
104421,63141
104422,91687
104423,92358
104424,45512
104425,74335
104426,104916
104427,86121
104428,80622
104429,80836
104430,70070
104431,80947
104432,47041
104433,91160
104434,50864
104435,62495
104436,84443
104437,60517
104438,89884
104439,83533
104440,63500
104441,44703
104442,97287
104443,65783
104444,87199
104445,47381
104446,88427
104447,65216
104448,49802
104449,92525
104450,83715
104451,106568
104452,55830
104453,89101
104454,91831
104455,62596
104456,58084
104457,63165
104458,66410
104459,58827
104460,57130
104461,75315
104462,61570
104463,109565
104464,89974
104465,51318
104466,48232
104467,56416
104468,105154
104469,50668
104470,56737
104471,56734
104472,74706
104473,44120
104474,53537
104475,44860
104476,68188
104477,52587
104478,80109
104479,63514
104480,74766
104481,57581
104482,81551
104483,69758
104484,54100
104485,70507
104486,68640
104487,86325
104488,73207
104489,78163
104490,67652
104491,58370
104492,112900
104493,59158
104494,78031
104495,66084
104496,67317
104497,76262
104498,88404
104499,55017
104500,67889
104501,78658
104502,85222
104503,91045
104504,63028
104505,119841
104506,71432
104507,70124
104508,56953
104509,91759
104510,101696
104511,75856
104512,46978
104513,54741
104514,43347
104515,51598
104516,75809
104517,60259
104518,49898
104519,71899
104520,99270
104521,46467
104522,53192
104523,56691
104524,100766
104525,82291
104526,43539
104527,58880
104528,60609
104529,53222
104530,49173
104531,84176
104532,89265
104533,64740
104534,59390
104535,68768
104536,70402
104537,62540
104538,43228
104539,82539
104540,66080
104541,82035
104542,53491
104543,75764
104544,60482
104545,61565
104546,53989
104547,64240
104548,74144
104549,71599
104550,57688
104551,59828
104552,79300
104553,78082
104554,86018
104555,77211
104556,87278
104557,50089
104558,49657
104559,70691
104560,98797
104561,120663
104562,73049
104563,87439
104564,59376
104565,94762
104566,98074
104567,63566
104568,42869
104569,55599
104570,91435
104571,51749
104572,84560
104573,87072
104574,76051
104575,91522
104576,69743
104577,46097
104578,52565
104579,82176
104580,49853
104581,74211
104582,96318
104583,49336
104584,56330
104585,60556
104586,86202
104587,75279
104588,45554
104589,100958
104590,67082
104591,60315
104592,85951
104593,57316
104594,87367
104595,61585
104596,63677
104597,75940
104598,56071
104599,63759
104600,84347
104601,62278
104602,70661
104603,86218
104604,125420
104605,85625
104606,69339
104607,84261
104608,60314
104609,83245
104610,73846
104611,90714
104612,67110
104613,113236
104614,66137
104615,63499
104616,51396
104617,77644
104618,97345
104619,65570
104620,78101
104621,71614
104622,51911
104623,53883
104624,40430
104625,60631
104626,111294
104627,52811
104628,69626
104629,107907
104630,84290
104631,58721
104632,73906
104633,81951
104634,69931
104635,100383
104636,124511
104637,87913
104638,92613
104639,52514
104640,69490
104641,127298
104642,95675
104643,62478
104644,59823
104645,66669
104646,82698
104647,81121
104648,78220
104649,62136
104650,98373
104651,71991
104652,79125
104653,48405
104654,86207
104655,71518
104656,48863
104657,99261
104658,84948
104659,52015
104660,78794
104661,80810
104662,48148
104663,49248
104664,52408
104665,92720
104666,88639
104667,89079
104668,86563
104669,85272
104670,47394
104671,46378
104672,50511
104673,67667
104674,57739
104675,47970
104676,50517
104677,45142
104678,62532
104679,57403
104680,57593
104681,77241
104682,44356
104683,64495
104684,55020
104685,59777
104686,54154
104687,69691
104688,60383
104689,51306
104690,63242
104691,75371
104692,69248
104693,79587
104694,93468
104695,77013
104696,59479
104697,52010
104698,119289
104699,116780
104700,52209
104701,57332
104702,62010
104703,75571
104704,73005
104705,55760
104706,80582
104707,103460
104708,71820
104709,56555
104710,83821
104711,64179
104712,66048
104713,77140
104714,56638
104715,79967
104716,69362
104717,61819
104718,60029
104719,55069
104720,59313
104721,83397
104722,73226
104723,53020
104724,69127
104725,63608
104726,70795
104727,129202
104728,120279
104729,75438
104730,62785
104731,72313
104732,77952
104733,87717
104734,48086
104735,89771
104736,69495
104737,54183
104738,76317
104739,61175
104740,101934
104741,56471
104742,68024
104743,93475
104744,48854
104745,83331
104746,96890
104747,60453
104748,49204
104749,73523
104750,59821
104751,62583
104752,58623
104753,70709
104754,59493
104755,81215
104756,95938
104757,74749
104758,57429
104759,66748
104760,69561
104761,81076
104762,70392
104763,58636
104764,61756
104765,93377
104766,62577
104767,51400
104768,60987
104769,53687
104770,66764
104771,42451
104772,76180
104773,72310
104774,89455
104775,64654
104776,53640
104777,67338
104778,67355
104779,56362
104780,56559
104781,59657
104782,75141
104783,50101
104784,68046
104785,74770
104786,67444
104787,95889
104788,63322
104789,72682
104790,106422
104791,98310
104792,122167
104793,60306
104794,90643
104795,60033
104796,101398
104797,50851
104798,55495
104799,43257
104800,45575
104801,51619
104802,89765
104803,73786
104804,69473
104805,48749
104806,80152
104807,77556
104808,108474
104809,68970
104810,108679
104811,57327
104812,44769
104813,66601
104814,53358
104815,45049
104816,78413
104817,58065
104818,49814
104819,58728
104820,90252
104821,50597
104822,66573
104823,94291
104824,59528
104825,66850
104826,79045
104827,82570
104828,69063
104829,91854
104830,76276
104831,73218
104832,95170
104833,80119
104834,53431
104835,60230
104836,47523
104837,100990
104838,101292
104839,91238
104840,58138
104841,53472
104842,83110
104843,58281
104844,62347
104845,62816
104846,99027
104847,69502
104848,43077
104849,92686
104850,71697
104851,71789
104852,84110
104853,54267
104854,80235
104855,69853
104856,57877
104857,134898
104858,95680
104859,52959
104860,131470
104861,47630
104862,86332
104863,63800
104864,69637
104865,83884
104866,93187
104867,112410
104868,68676
104869,55942
104870,51943
104871,71494
104872,88499
104873,75790
104874,47544
104875,81906
104876,53676
104877,50495
104878,106409
104879,71910
104880,76378
104881,64159
104882,97173
104883,69726
104884,69297
104885,52941
104886,53610
104887,102526
104888,61408
104889,91925
104890,92341
104891,50715
104892,67484
104893,77672
104894,48495
104895,73384
104896,87470
104897,86731
104898,76037
104899,88061
104900,63703
104901,71678
104902,73508
104903,76985
104904,84225
104905,74516
104906,63068
104907,70963
104908,83456
104909,47069
104910,97631
104911,50960
104912,77103
104913,65323
104914,72126
104915,66047
104916,61964
104917,64969
104918,79991
104919,90585
104920,66256
104921,73113
104922,82515
104923,69262
104924,70440
104925,77071
104926,49726
104927,67784
104928,39036
104929,51585
104930,84956
104931,94017
104932,70703
104933,103275
104934,73051
104935,72730
104936,56131
104937,102174
104938,47184
104939,70685
104940,69666
104941,72263
104942,123112
104943,52213
104944,66995
104945,118501
104946,54175
104947,54733
104948,83160
104949,71569
104950,47664
104951,68604
104952,62302
104953,119851
104954,72294
104955,72365
104956,59783
104957,96924
104958,45859
104959,62789
104960,66751
104961,76009
104962,51349
104963,86341
104964,54068
104965,67538
104966,80555
104967,79291
104968,72826
104969,74245
104970,55871
104971,109821
104972,61445
104973,41600
104974,100141
104975,80255
104976,58558
104977,87578
104978,69065
104979,79985
104980,59807
104981,46843
104982,87544
104983,73119
104984,49864
104985,70603
104986,78350
104987,71296
104988,82977
104989,54733
104990,85831
104991,49843
104992,69135
104993,66363
104994,65783
104995,60297
104996,82663
104997,126602
104998,78174
104999,71875
105000,78539
105001,47832
105002,67080
105003,83973
105004,42825
105005,77001
105006,86247
105007,69723
105008,74653
105009,113239
105010,70324
105011,52357
105012,57273
105013,100357
105014,49864
105015,64092
105016,70066
105017,86757
105018,95132
105019,74226
105020,83067
105021,47782
105022,72401
105023,71496
105024,118520
105025,62073
105026,49070
105027,78868
105028,79068
105029,47255
105030,62774
105031,45441
105032,96876
105033,89670
105034,52350
105035,50980
105036,90582
105037,85189
105038,78441
105039,80282
105040,79690
105041,62559
105042,77394
105043,65642
105044,107605
105045,129900
105046,50630
105047,77578
105048,74896
105049,77930
105050,65417
105051,52137
105052,95659
105053,49499
105054,86740
105055,55534
105056,57866
105057,60868
105058,55875
105059,66784
105060,73356
105061,85832
105062,63491
105063,64795
105064,41139
105065,105742
105066,61787
105067,82288
105068,66039
105069,58697
105070,48505
105071,59569
105072,50923
105073,68832
105074,117465
105075,98398
105076,77493
105077,78665
105078,75602
105079,83592
105080,82739
105081,90782
105082,71675
105083,48669
105084,50414
105085,93060
105086,70245
105087,44344
105088,65711
105089,111692
105090,92978
105091,69184
105092,51643
105093,63930
105094,54352
105095,71810
105096,62383
105097,78653
105098,100040
105099,88979
105100,60127
105101,56083
105102,68277
105103,54820
105104,74373
105105,68047
105106,60627
105107,63206
105108,64309
105109,89859
105110,46698
105111,61243
105112,68363
105113,77860
105114,67635
105115,49982
105116,69130
105117,119241
105118,77677
105119,82075
105120,68963
105121,43102
105122,90946
105123,86595
105124,76645
105125,58466
105126,49418
105127,69805
105128,69348
105129,43859
105130,59504
105131,54170
105132,58446
105133,69571
105134,52687
105135,63730
105136,50005
105137,54917
105138,50066
105139,84224
105140,106586
105141,54620
105142,67555
105143,61408
105144,85564
105145,105567
105146,66433
105147,91063
105148,49962
105149,52966
105150,100799
105151,59408
105152,117198
105153,71646
105154,60581
105155,78973
105156,66359
105157,90141
105158,73260
105159,102263
105160,60509
105161,75877
105162,89196
105163,90403
105164,70618
105165,82923
105166,76381
105167,62467
105168,56142
105169,54640
105170,74231
105171,55867
105172,115839
105173,76886
105174,64501
105175,74931
105176,69944
105177,52340
105178,73459
105179,58325
105180,62603
105181,74019
105182,67531
105183,62237
105184,69149
105185,80973
105186,62635
105187,104324
105188,66205
105189,47676
105190,43264
105191,71564
105192,74911
105193,63954
105194,63631
105195,44607
105196,65892
105197,56994
105198,105055
105199,75259
105200,93479
105201,80110
105202,82977
105203,73555
105204,59472
105205,68229
105206,89601
105207,70244
105208,50577
105209,65222
105210,66951
105211,74083
105212,83383
105213,48248
105214,69159
105215,70561
105216,70432
105217,61350
105218,48694
105219,77763
105220,62547
105221,99837
105222,58750
105223,65925
105224,101503
105225,60613
105226,60034
105227,102535
105228,74437
105229,61837
105230,75285
105231,57235
105232,116535
105233,78631
105234,96140
105235,57222
105236,64603
105237,63372
105238,46414
105239,64967
105240,91498
105241,55396
105242,94914
105243,58984
105244,46284
105245,58081
105246,41819
105247,66185
105248,45078
105249,60697
105250,90192
105251,67331
105252,60124
105253,53514
105254,66641
105255,54887
105256,54083
105257,42373
105258,103960
105259,71852
105260,66275
105261,75925
105262,81207
105263,77255
105264,59566
105265,77904
105266,120879
105267,94031
105268,106031
105269,107583
105270,66225
105271,55861
105272,76714
105273,52399
105274,72953
105275,102394
105276,61013
105277,60034
105278,74468
105279,55071
105280,109558
105281,55266
105282,72818
105283,50557
105284,109376
105285,117891
105286,73049
105287,59442
105288,54345
105289,67894
105290,57113
105291,69679
105292,93339
105293,64994
105294,79654
105295,53539
105296,61705
105297,54790
105298,74485
105299,45651
105300,79014
105301,102551
105302,60212
105303,50742
105304,58153
105305,68550
105306,44009
105307,48377
105308,78558
105309,74559
105310,56386
105311,88595
105312,61543
105313,107343
105314,52078
105315,55348
105316,63038
105317,54552
105318,72166
105319,55398
105320,53820
105321,57014
105322,57687
105323,63177
105324,71692
105325,93869
105326,55172
105327,62613
105328,74504
105329,59791
105330,60058
105331,92477
105332,47554
105333,49963
105334,73761
105335,56951
105336,66822
105337,69595
105338,55947
105339,59506
105340,68643
105341,68921
105342,56806
105343,96226
105344,79883
105345,54294
105346,97956
105347,63135
105348,92934
105349,69874
105350,65170
105351,70096
105352,76019
105353,72837
105354,70558
105355,72027
105356,121490
105357,55892
105358,115088
105359,80472
105360,69673
105361,63106
105362,45960
105363,84659
105364,111904
105365,64848
105366,89946
105367,64421
105368,66665
105369,67767
105370,44196
105371,53601
105372,94225
105373,76863
105374,91692
105375,93493
105376,49253
105377,61228
105378,72428
105379,79364
105380,64521
105381,103029
105382,79398
105383,65764
105384,90810
105385,62286
105386,82843
105387,67630
105388,60310
105389,92523
105390,68590
105391,83837
105392,58224
105393,63083
105394,70666
105395,58255
105396,73102
105397,69890
105398,56539
105399,113003
105400,63249
105401,82310
105402,60314
105403,65146
105404,55258
105405,68437
105406,75039
105407,87338
105408,90706
105409,67529
105410,56253
105411,67119
105412,68018
105413,76636
105414,81811
105415,75078
105416,42891
105417,69427
105418,49069
105419,56970
105420,62742
105421,70085
105422,55748
105423,118360
105424,64539
105425,51278
105426,41170
105427,50046
105428,69924
105429,56075
105430,66568
105431,60682
105432,83516
105433,77720
105434,83242
105435,50002
105436,73051
105437,55350
105438,90643
105439,105485
105440,114921
105441,89593
105442,64933
105443,70245
105444,86510
105445,79506
105446,73767
105447,59327
105448,50367
105449,41400
105450,56955
105451,50919
105452,50476
105453,69728
105454,64721
105455,82154
105456,103473
105457,60235
105458,55212
105459,78600
105460,76073
105461,62699
105462,66981
105463,69639
105464,96862
105465,86647
105466,57873
105467,75261
105468,91249
105469,71078
105470,85752
105471,57623
105472,58125
105473,74675
105474,56039
105475,73028
105476,57630
105477,73718
105478,60573
105479,93318
105480,44895
105481,75844
105482,70737
105483,88367
105484,107060
105485,51922
105486,51400
105487,89493
105488,72326
105489,57499
105490,71660
105491,98789
105492,47061
105493,49938
105494,79476
105495,85280
105496,77462
105497,47708
105498,69714
105499,106024
105500,59536
105501,81707
105502,69636
105503,70400
105504,63985
105505,80160
105506,85341
105507,123385
105508,64446
105509,63328
105510,75982
105511,117976
105512,89995
105513,69025
105514,92855
105515,74175
105516,46514
105517,67291
105518,79634
105519,57704
105520,72492
105521,80229
105522,79618
105523,55959
105524,55854
105525,74797
105526,76757
105527,60273
105528,76222
105529,94622
105530,77072
105531,55748
105532,78345
105533,75536
105534,59709
105535,110840
105536,52464
105537,50835
105538,81687
105539,62967
105540,81153
105541,42329
105542,115873
105543,54874
105544,80760
105545,44369
105546,60506
105547,51486
105548,54123
105549,63940
105550,78022
105551,49351
105552,75193
105553,53505
105554,57475
105555,92145
105556,97493
105557,106063
105558,53902
105559,89433
105560,84529
105561,55568
105562,63892
105563,63290
105564,62327
105565,73667
105566,67509
105567,95769
105568,75377
105569,72309
105570,56582
105571,86132
105572,75882
105573,71140
105574,115033
105575,75052
105576,106056
105577,64391
105578,89930
105579,60747
105580,76482
105581,72513
105582,90100
105583,74114
105584,84689
105585,84629
105586,95416
105587,82624
105588,61211
105589,91025
105590,84160
105591,93986
105592,84214
105593,53164
105594,90735
105595,82826
105596,90503
105597,78306
105598,67518
105599,54350
105600,50420
105601,74330
105602,69047
105603,73124
105604,72411
105605,65563
105606,71622
105607,48034
105608,81512
105609,77242
105610,70672
105611,83233
105612,78335
105613,52877
105614,100418
105615,52187
105616,63331
105617,100847
105618,114695
105619,75428
105620,47416
105621,54546
105622,56941
105623,75310
105624,62105
105625,84398
105626,92153
105627,70748
105628,43307
105629,75166
105630,63679
105631,93599
105632,62162
105633,59365
105634,57277
105635,74836
105636,83044
105637,69657
105638,86092
105639,54018
105640,43345
105641,68203
105642,53163
105643,80941
105644,46454
105645,82481
105646,77503
105647,50508
105648,83906
105649,62218
105650,71971
105651,74218
105652,68614
105653,90123
105654,72183
105655,82980
105656,92216
105657,52487
105658,85102
105659,73110
